id,city,position,salary,link
342,Челябинск,Флорист,35 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51071977/
343,Челябинск,Медицинская сестра стоматологии,48 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50971752/
344,,,,https://chelyabinskaya.rabota.ru/vacancy/50594220/
345,Челябинск,Оператор котельной,25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50532580/
346,Челябинск,Пекарь,44 000 — 55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50478888/
347,Челябинск,Логопед,от 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50395538/
348,Челябинск,Монтажник натяжных потолков,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50339188/
349,Челябинск,Повар-универсал в кафе,80 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50308257/
350,Челябинск,Оператор ПК,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50278363/
351,Челябинск,Инженер-конструктор,от 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50182220/
352,Магнитогорск,Продавец-кассир,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50131585/
353,Челябинск,Шеф-повар,180 000 — 250 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50077574/
354,Челябинск,Водитель-экспедитор,45 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49981636/
355,Челябинск,Продавец,45 000 — 55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49980554/
356,Челябинск,Шиномонтажник,80 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49587339/
357,Челябинск,Специалист по логистике,35 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49565925/
358,Миасс,Конролёр-упаковщик,20 000 — 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49100031/
359,Челябинск,Продавец-консультант термальной косметики,40 000 — 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49004750/
360,Магнитогорск,Бухгалтер,28 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47948030/
361,Челябинск,Клинер,от 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47443064/
362,Челябинск,Продавец-кассир,30 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47363116/
363,Челябинск,Менеджер по продажам,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/47090226/
364,Челябинск,Инженер по продажам,35 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/46813587/
365,Челябинск,Плотник-столяр,от 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52111664/
366,Челябинск,Менеджер по продажам автозапчастей,40 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52111472/
367,Аша,Продавец-кассир,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/52111239/
368,Магнитогорск,Продавец,25 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52108959/
369,Челябинск,Сотрудник пункта выдачи заказов,от 22 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51931793/
370,Челябинск,Менеджер по продажам и работе с клиентами,30 000 — 300 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51629544/
371,Челябинск,Менеджер по продаже автозапчастей (иномарки),от 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50401622/
372,Миасс,Машинист экскаватора-погрузчика,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50356884/
373,Челябинск,Парикмахер-универсал,40 000 — 95 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50321264/
374,Магнитогорск,Менеджер-администратор,40 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50301745/
375,Челябинск,Монтажник по сборке рекламных металлоконструкций,от 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50284238/
376,Челябинск,Инженер-конструктор,от 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50210620/
377,Чебаркуль,Продавец-консультант,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50210496/
378,Челябинск,Повар,40 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50209967/
379,Челябинск,Продавец-консультант,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50102689/
380,Снежинск,Повар,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50077623/
381,Челябинск,Менеджер -дизайнер по работе с мебелью,60 000 — 99 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50016499/
382,Челябинск,Тренер тренажерного зала,22 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49908149/
383,Челябинск,Менеджер по продажам,22 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49731975/
384,Челябинск,Продавец (Первый вкус),25 000 — 55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49726105/
385,Челябинск,Менеджер по продажам,40 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47957013/
386,Чебаркуль,Оператор-кассир АЗС (г. Чебаркуль),от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/46140769/
387,Челябинск,Бухгалтер,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52108001/
388,Магнитогорск,Автоэлектрик,50 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52105559/
389,Челябинск,Менеджер-логист по негабаритным перевозкам,от 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52098896/
390,Челябинск,Мастер дорожных работ,60 000 — 90 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51349700/
391,Златоуст,Продавец-консультант в магазин МТС,от 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51225890/
392,Магнитогорск,Продавец-консультант в магазин МТС,от 38 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50963373/
393,Челябинск,Помощник по хозяйству,от 36 300 руб.,https://chelyabinskaya.rabota.ru/vacancy/50483740/
394,Челябинск,Секретарь,40 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50483490/
395,Челябинск,"Су-шеф, повар",80 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50472288/
396,Челябинск,Офис-Менеджер,35 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50472184/
397,Челябинск,Педагог по раннему развитию,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50390191/
398,Челябинск,Работник кухни,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50322127/
399,Челябинск,Кухонный работник,30 000 — 32 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50233379/
400,Магнитогорск,Менеджер по продажам,35 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50008629/
401,Челябинск,Продавец-консультант,35 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49431231/
402,Челябинск,Специалист по уборке/Клинер,30 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48735166/
403,Челябинск,Врач детский хирург,10 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/46860735/
404,Миасс,Менеджер интернет-магазина,30 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52098973/
405,Челябинск,Стоматолог,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52098310/
406,Челябинск,Менеджер по работе с постоянными клиентами,до 55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52096410/
407,Коркино,Продавец,20 000 — 28 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50386301/
408,Челябинск,Сборщик корпусной мебели,50 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50251208/
409,Магнитогорск,Специалист по изготовлению мясных полуфабрикатов,15 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50243779/
410,Челябинск,Автослесарь,от 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50130527/
411,Челябинск,Помощник кондитера/Пекарь,37 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48730349/
412,Челябинск,Офис-менеджер,30 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48725652/
413,Челябинск,Повар,45 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48507723/
414,Челябинск,Управляющий сетью кофеен,45 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48258907/
415,Челябинск,Повар-универсал в кафе,50 000 — 55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47688289/
416,Челябинск,Продавец-консультант одежды и обуви,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47304646/
417,Челябинск,Администратор-хозяйственник,27 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47135179/
418,Еманжелинск,Менеджер по работе с клиентами,от 65 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52096115/
419,Челябинск,Установщик автомобильных стекол,65 000 — 130 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52095504/
420,Челябинск,Специалист по работе с клиентами,от 54 400 руб.,https://chelyabinskaya.rabota.ru/vacancy/52095411/
421,Челябинск,Электромонтажник-слаботочник,80 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50581578/
422,Челябинск,Продавец-консультант,от 28 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50343742/
423,Магнитогорск,Продавец-бариста,25 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50292868/
424,Магнитогорск,Инженер производственного отдела,60 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50121485/
425,Челябинск,Грузчик на склад,от 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49811432/
426,Челябинск,Водитель-экспедитор,от 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49716401/
427,Челябинск,Продавец-кассир,50 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49574660/
428,Челябинск,Менеджер по продажам,100 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49410681/
429,Челябинск,Администратор арены виртуальной реальности,35 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48980123/
430,Челябинск,Водитель грузового автомобиля,90 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48830744/
431,Озерск,Водитель категории С и Е,50 000 — 130 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48342840/
432,Челябинск,Продавец в копицентр,от 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47820825/
433,Челябинск,Менеджер по продажам,50 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51334297/
434,Челябинск,"Продавец-консультант в магазин Косметичка (Сони Кривой, 52)",30 000 — 55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51233239/
435,Челябинская область,Инженер по оборудованию,от 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50560845/
436,Челябинская область,Ведущий инженер-электроник,от 69 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50543123/
437,Челябинск,Hr-специалист,от 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50487493/
438,Челябинск,Главный бухгалтер,80 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50250755/
439,Челябинск,Водитель-экспедитор,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50165427/
440,Челябинск,Флорист,35 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49862904/
441,Магнитогорск,Кассир выходного дня,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/49571717/
442,Челябинск,Автомеханик-автослесарь,60 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49317897/
443,Челябинск,Продавец на разливные напитки,30 000 — 32 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48825690/
444,Челябинск,Инженер-конструктор,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/48513298/
445,Челябинск,Мастер по камнеобработке,50 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48402590/
446,Челябинск,Менеджер по продажам,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48364719/
447,Челябинск,Менеджер по работе с клиентами,35 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48110616/
448,Челябинск,Менеджер по продажам,20 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47207407/
449,Челябинская область,Наладчик станков с ЧПУ (5 разряд),88 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47145493/
450,Верхний Уфалей,Продавец-консультант в отдел оптики,26 000 — 36 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51346043/
451,Челябинск,Администратор в салон цветов,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51275915/
452,Челябинск,Продавец-консультант,30 000 — 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51024047/
453,Челябинск,Флорист,40 000 — 55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50558597/
454,Челябинск,Менеджер по продажам (Ленинский район),70 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50441912/
455,Миасс,Повар сушист,34 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50377520/
456,Село Аргаяш,Токарь-универсал,от 65 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50336382/
457,Челябинск,Региональный торговый представитель,60 000 — 90 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50332170/
458,Челябинск,Тренер по шахматам,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50313724/
459,Челябинск,Пеший курьер по доставке ценных заказов,80 000 — 115 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50202950/
460,Челябинск,Менеджер по продажам запчастей,30 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50182355/
461,Челябинск,Бухгалтер-кассир,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50162305/
462,Магнитогорск,Продавец-кассир,25 500 — 37 500 руб.,https://chelyabinskaya.rabota.ru/vacancy/50068339/
463,Челябинск,Заместитель главного бухгалтера,55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50014508/
464,Челябинск,Торговый представитель,70 000 — 82 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49996107/
465,Челябинск,Оператор пункта выдачи Озон,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/49902297/
466,Челябинск,Медицинская сестра,от 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49565007/
467,Челябинск,Ассистент ветеринарного врача/ фельдшер,25 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47046209/
468,Челябинск,Прораб отделочных работ,50 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/45311564/
469,Челябинск,Машинист крана-манипулятора,90 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51936493/
470,Челябинск,Продавец,60 000 — 90 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51936470/
471,Челябинск,Менеджер по продажам,60 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51028318/
472,Челябинск,Менеджер по продажам,30 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50983646/
473,Челябинск,Грузчик,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50968138/
474,Челябинск,Менеджер по продажам,30 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50586495/
475,Челябинск,Менеджер по работе с ключевыми клиентами / продажам,40 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50464518/
476,Троицк,Продавец,27 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50441930/
477,Челябинск,Учитель английского языка,от 10 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50420136/
478,Челябинск,Мендежер по продаже запасных частей,50 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50377261/
479,Челябинск,Бухгалтер на первичную документацию,30 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50283151/
480,Магнитогорск,Продавец-консультант одежды,от 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50228937/
481,Челябинск,Ассистент руководителя,35 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50216772/
482,Магнитогорск,Арматурщик/бетонщик,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50199058/
483,Челябинск,"Офис-менеджер, бухгалтер-кассир",от 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50132103/
484,Челябинск,Менеджер по продажам,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50043038/
485,Челябинск,Бухгалтер первички,40 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49967958/
486,Магнитогорск,Техник (промышленный альпинист),60 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49698671/
487,Кыштым,Продавец-консультант,30 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47636054/
488,Челябинск,Проводник пассажирского вагона,45 000 — 65 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/43845380/
489,Челябинск,Продавец-консультант,40 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/43556813/
490,Магнитогорск,Продавец (сотрудник супермаркета),30 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51934487/
491,Магнитогорск,Продавец-консультант автозапчастей,40 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51934246/
492,Челябинск,Начинающий повар/помощник повара,97 400 — 99 900 руб.,https://chelyabinskaya.rabota.ru/vacancy/51932282/
493,Челябинск,Менеджер по работе с клиентами,30 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50707129/
494,Кыштым,Мастер-оптик,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50561646/
495,Магнитогорск,Контент-смм менеджер,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50527781/
496,Село Агаповка,Разнорабочий,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50409574/
497,Челябинск,Автомойщик,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50377597/
498,Воронеж,Менеджер по развитию бизнеса,до 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50203268/
499,Магнитогорск,Кухонный работник,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50155021/
500,Челябинск,Бухгалтер,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50112387/
501,Копейск,Инструктор тренажерного зала,40 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50027764/
502,Челябинск,Инженер-строитель,70 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50026539/
503,Златоуст,Водитель автомобиля категории Е,от 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49985907/
504,Челябинск,Продавец-консультант в магазин Чая и Кофе,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/49966482/
505,Челябинск,Продавец-кассир,45 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49897471/
506,Магнитогорск,Кассир,20 000 — 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49813391/
507,Челябинск,Продавец-консультант,от 20 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49721219/
508,Челябинск,Шиномонтажник,60 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49686785/
509,Челябинск,Швея,25 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49596807/
510,Челябинск,Продавец-консультант,25 000 — 65 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49481403/
511,Челябинск,Продавец-консультант,от 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48715719/
512,Челябинск,Продавец-консультант,40 000 — 51 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48549114/
513,Челябинск,Бухгалтер,30 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47949575/
514,Челябинск,Дворник,от 26 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47919343/
515,Челябинск,Продавец-консультант,30 000 — 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/46675949/
516,Челябинск,Менеджер,55 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/44101679/
517,Магнитогорск,Ведущий менеджер по лизингу,от 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51931194/
518,Челябинск,Менеджер по работе с ключевыми клиентами,45 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51928356/
519,Челябинск,Повар (мясное производство),49 000 — 73 300 руб.,https://chelyabinskaya.rabota.ru/vacancy/51922199/
520,Челябинск,Юрист (автоюрист),от 75 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51921683/
521,Челябинск,Сборщик пожертвований в регистратуру,от 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51918537/
522,Челябинск,Менеджер по продажам,50 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51917496/
523,Челябинск,Кассир (сотрудник супермаркета),37 500 — 45 500 руб.,https://chelyabinskaya.rabota.ru/vacancy/51917287/
524,Челябинск,"Администратор магазина, менеджер по продажам",50 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51713748/
525,Челябинск,Медицинская сестра/медицинский брат в процедурный кабинет,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51680056/
526,Челябинск,Врач невролог,70 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51666315/
527,Миасс,Курьер (легкие заказы),до 101 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51650984/
528,Челябинск,Бухгалтер по материалам,46 000 — 48 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51636614/
529,Челябинск,Менеджер по работе с клиентами,45 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51629686/
530,Челябинск,Помощник маркетолога,от 46 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51569426/
531,Челябинск,Электромонтер,от 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51507035/
532,Челябинск,Бухгалтер (ЧТЗ),от 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51080108/
533,Магнитогорск,Ассистент ветеринарного врача,30 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50932631/
534,Челябинск,Менеджер по работе с корпоративным сегментом (автосервис),60 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50906625/
535,Челябинск,Продавец-кассир,от 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50905215/
536,Челябинск,Парикмахер-универсал,30 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50864423/
537,Челябинск,Электромонтажник (Челябинск),70 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50862130/
538,Магнитогорск,Монтажник оконных конструкций,60 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50853931/
539,Челябинск,Инженер по охране труда и технике безопасности,60 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50642810/
540,Озерск,Токарь,60 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50587022/
541,Челябинск,Менеджер по управлению розничной сетью,от 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50579699/
542,Магнитогорск,Менеджер по работе с клиентами,30 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50555120/
543,Златоуст,Менеджер по работе с клиентами,30 000 — 250 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50548295/
544,Челябинск,Продавец-кассир,37 900 — 45 500 руб.,https://chelyabinskaya.rabota.ru/vacancy/50540194/
545,Челябинск,Мастер ЖКХ,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50534789/
546,Санкт-Петербург,Менеджер по продажам оборудования,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50532648/
547,Троицк,Грузчик,30 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50532270/
548,Златоуст,Водитель автобуса,50 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50498715/
549,Челябинск,Токарь-универсал,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50498681/
550,Челябинск,Офис-менеджер,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50494296/
551,Челябинск,Менеджер по продажам,от 65 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50455393/
552,Челябинск,Курьер,до 173 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50447955/
553,Челябинск,Флорист,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50445050/
554,Челябинск,Повар,27 000 — 29 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50442539/
555,Челябинск,Менеджер по продажам и работе с клиентами,40 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50431838/
556,Магнитогорск,Врач-стоматолог,от 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50427732/
557,Челябинск,Распиловщик,60 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50425576/
558,Магнитогорск,Менеджер по продажам,60 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50410709/
559,Челябинск,Пекарь-кондитер,45 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50408389/
560,Челябинск,"Помощник оценщика, эксперт-техник",до 90 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50382940/
561,Челябинск,Бригада отделочников,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50374579/
562,Челябинск,Специалист отдела продаж,от 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50370839/
563,Челябинск,Администратор-кассир,от 37 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50367470/
564,Магнитогорск,Уборщик,19 000 — 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50367335/
565,Челябинск,Упаковщик (маркетплейс),от 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50363527/
566,Магнитогорск,Продавец в магазин охоты и рыбалки,20 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50361772/
567,Челябинск,Повар,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50359790/
568,Челябинск,Бухгалтер,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50354177/
569,Челябинск,Грузчик-стропальщик,40 000 — 89 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50354132/
570,Челябинск,Менеджер по продажам,25 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50352980/
571,Миасс,Клинер,30 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50352781/
572,Челябинск,Старший продавец,41 160 — 51 160 руб.,https://chelyabinskaya.rabota.ru/vacancy/50350327/
573,Миасс,Менеджер по продажам,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50349860/
574,Челябинск,Юрист,15 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50297296/
575,Челябинск,Бухгалтер,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50286338/
576,Челябинск,Менеджер по продажам,40 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50285175/
