id,city,position,salary,link
804,Челябинск,Менеджер по продажам b2b,38 000 — 158 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48557541/
805,Челябинск,Повар-универсал в кафе,50 000 — 55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47688289/
806,Челябинск,Электромонтажник,150 000 — 180 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52095117/
807,Челябинск,Продавец-консультант,30 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52092314/
808,Челябинск,Слесарь механосборочных работ (МСР),30 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51279608/
809,Челябинск,Распиловщик,90 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50220549/
810,Москва,Менеджер по продажам b2b,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/48859405/
811,Челябинск,Массажист (ЖК Ньютон),40 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50532724/
812,Челябинск,Сборщик-комплектовщик,35 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50280849/
813,Челябинск,Бухгалтер,25 450 — 86 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50046580/
814,Челябинск,Машинист козлового крана (крановщик),60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49016242/
815,Челябинск,Повар в ресторан,45 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48509499/
816,Челябинск,Повар,55 000 — 65 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48360187/
817,Челябинск,Менеджер по работе с клиентами,50 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50617423/
818,Челябинск,Повар кафе,33 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50116832/
819,Сергиев Посад,Менеджер по продажам,25 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49581373/
820,Екатеринбург,Менеджер по продажам b2b,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/48963717/
821,Усть-Катав,Продавец продуктов,30 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48347242/
822,Челябинск,Воспитатель детского сада,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51235573/
823,Челябинск,Сборщик интернет-заказов,60 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50511906/
824,Москва,Менеджер по продажам,40 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50497306/
825,Майкоп,Менеджер по продажам,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50446981/
826,Златоуст,Разнорабочий,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50371360/
827,Челябинск,Оператор кромкооблицовочного станка,65 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50318164/
828,Челябинск,Водитель-экспедитор категории СЕ,100 000 — 180 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50145935/
829,Магнитогорск,Портной-закройщик,20 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49963816/
830,Магнитогорск,Сотрудник в пункт выдачи,20 000 — 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49170292/
831,Копейск,Сборщик мебели,50 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48714111/
832,Челябинск,Водитель-курьер,90 000 — 130 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48688943/
833,Ижевск,Менеджер по продажам,50 000 — 90 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48536322/
834,Челябинск,Машинист экскаватора-погрузчика,60 000 — 90 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48311012/
835,Южно-Сахалинск,Менеджер по работе с клиентами,от 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51916317/
836,Челябинск,Медицинская сестра,45 000 — 48 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51557725/
837,Челябинск,Менеджер пункта выдачи заказов Вайлдбериз,27 000 — 32 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50641422/
838,Челябинск,Механик-автослесарь,60 000 — 160 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50627771/
839,Челябинск,Администратор на ресепшен,30 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50552514/
840,Челябинск,Повар,27 000 — 29 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50442539/
841,Челябинск,Продавец-консультант,28 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50439309/
842,Магнитогорск,Администратор,25 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50437504/
843,Одинцово,Менеджер по продажам b2b,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50435887/
844,Екатеринбург,Менеджер по работе с клиентами,от 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50431893/
845,Челябинск,Повар,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50359790/
846,Челябинск,Системный администратор,50 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50268473/
847,Магнитогорск,Бариста,25 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50243955/
848,Челябинск,Администратор-кассир,40 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50162616/
849,Челябинск,Инженер-проектировщик,от 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50155796/
850,Москва,Оператор входящих звонков,39 700 — 85 100 руб.,https://chelyabinskaya.rabota.ru/vacancy/50138628/
851,Челябинск,Плиточник,80 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50104774/
852,Село Кузнецкое,Помощник повара,45 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50088289/
853,Село Кузнецкое,Повар столовой,60 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50088287/
854,Челябинск,Педагог дополнительного образования,30 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49897891/
855,Долгопрудный,Менеджер по работе с клиентами (удаленно),50 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49804037/
856,Челябинск,Кладовщик,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49780618/
857,Москва,Менеджер по продажам строительных материалов (удаленно),50 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49727915/
858,Москва,Менеджер по продажам,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/49669911/
859,Коркино,Работник на производство,41 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49560127/
860,Челябинск,Менеджер-администратор детского бассейна,40 000 — 47 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49531485/
861,,,,https://chelyabinskaya.rabota.ru/vacancy/48964669/
862,Челябинск,Специалист по работе с клиентами,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48964434/
863,Челябинск,Машинист экскаватора-погрузчика JCB CX,от 110 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48898710/
864,Челябинск,Автослесарь-автомеханик,80 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48890129/
865,Челябинск,Менеджер по работе с клиентами,45 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48751227/
866,Челябинск,Дорожный рабочий,от 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48566254/
867,Челябинск,Машинист автомобильного крана-манипулятора,от 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48421718/
868,Челябинск,Сотрудник в пункт выдачи интернет-заказов OZON,20 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48132728/
869,Челябинск,Дизайнер,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/47616706/
870,Челябинск,"Водитель категории C, E",150 000 — 240 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47466838/
871,Челябинск,Уборщик/ца офисных и складских помещений,30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47436097/
872,Саранск,Менеджер по продажам,от 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47400867/
873,Челябинск,Швея,25 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47351241/
874,Челябинск,Грузчик,32 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47100045/
875,Челябинск,Продавец-консультант,27 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47041465/
876,Челябинск,Отделочник,100 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/46775752/
877,Челябинск,Менеджер по продажам,40 000 — 500 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50375768/
878,Чита,Оператор call-центра,20 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49611637/
879,Москва,Бизнес-ассистент,30 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52109371/
880,Москва,Менеджер-аналитик (экономика),80 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52275006/
881,Новосибирск,Cпециалист по закупкам (медицина),50 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52274784/
882,Химки,Менеджер по продажам,60 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52271483/
883,Москва,Помощник руководителя,10 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52138213/
884,Ялуторовск,Бухгалтер,35 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51920679/
885,Ставрополь,Сотрудник для проведения опросов населения,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51554254/
886,Санкт-Петербург,Рекрутер (удаленно),60 000 — 250 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51363742/
887,Екатеринбург,Кредитный брокер (без поиска клиентов),150 000 — 300 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50443243/
888,Челябинск,Менеджер по работе с маркетплейсами,80 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50435669/
889,Хабаровск,Методист английского языка,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50399115/
890,Москва,Менеджер по продажам услуг интернет-маркетинга,120 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50236237/
891,Москва,Менеджер по продажам b2b,200 000 — 400 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49650744/
892,Москва,Smm-менеджер,от 15 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48879247/
893,Москва,Менеджер по продажам угольной продукции,от 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48771119/
894,Пермь,Разработчик 1С,80 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47318275/
895,Москва,Менеджер по продажам,22 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/46875882/
896,Челябинск,Продавец-консультант,50 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52121994/
897,Челябинск,Водитель грузового автомобиля,70 000 — 90 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49458374/
898,Челябинск,Сварщик-сантехник,от 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49878632/
899,Москва,Менеджер по работе с клиентами,25 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52255324/
900,Челябинск,Грузчик-разнорабочий,55 000 — 75 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50410568/
901,Тула,Оператор call-центра (удаленно),30 000 — 35 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47650344/
902,Уфа,Менеджер по продажам,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50428966/
903,Тюмень,Специалист по организации архитектурно-строительного проектирования ( ГИП / ГАП ),по договоренности,https://chelyabinskaya.rabota.ru/vacancy/52104594/
904,Челябинск,Швея,60 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50153651/
905,Санкт-Петербург,Менеджер по продажам услуг для бизнеса (удаленно),50 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52259937/
906,Томск,Менеджер по продажам,70 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51333227/
907,Ижевск,Консультант Directum RX,от 170 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50434165/
908,Москва,Менеджер по продажам на входящих заявках,от 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50078553/
909,Санкт-Петербург,Менеджер по продажам,до 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49979291/
910,Челябинск,Администратор,50 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/43987152/
911,Челябинск,Администратор службы приема и размещения гостей,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52104592/
912,Челябинск,Администратор гостиницы,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50547452/
913,Москва,Менеджер по продажам b2b,от 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50467470/
914,Челябинск,Продавец-консультант,40 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50406597/
915,Челябинск,Водитель категории Е,170 000 — 220 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50127873/
916,Южноуральск,Сотрудник пункта выдачи заказов ОЗОН,от 15 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48375554/
917,Москва,Таргетолог,30 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50489207/
918,Челябинск,Грузчик на склад,45 000 — 55 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/43622668/
919,Челябинск,Кухонный сотрудник на пищеблок,от 32 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50511958/
920,Москва,Менеджер по продажам,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/51934185/
921,Челябинск,Педагог дошкольного образования,10 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51392047/
922,Челябинск,Администратор,40 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50610639/
923,Балаково,Менеджер по продажам,от 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50500827/
924,Новосибирск,Менеджер по продажам b2b (удаленно),до 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50490650/
925,Челябинск,Водитель автобуса,80 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50451562/
926,Балашиха,Менеджер по продажам,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50444849/
927,Ковров,Менеджер по продажам b2b,50 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50430307/
928,Санкт-Петербург,Менеджер по работе с клиентами,от 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50380932/
929,Южно-Сахалинск,Менеджер по продажам,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50336942/
930,Санкт-Петербург,Менеджер по продажам b2b,75 000 — 85 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50284824/
931,Ставрополь,Оператор call-центра,20 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50265774/
932,Челябинск,Проводник пассажирского вагона,45 000 — 65 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50174776/
933,,,,https://chelyabinskaya.rabota.ru/vacancy/50088291/
934,Пенза,Менеджер по продажам в отдел развития,20 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50038906/
935,Москва,Менеджер по продажам (удаленно),75 000 — 115 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50005417/
936,Омск,Тендерный специалист,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/49908446/
937,Челябинск,Техник слаботочных и силовых сетей,45 000 — 75 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49764227/
938,Санкт-Петербург,Менеджер по продажам it продуктов (удаленно),100 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49762000/
939,Москва,Менеджер по продажам строительных материалов (удаленно),50 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49727917/
940,Москва,Менеджер по продажам b2b,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49665507/
941,Чебаркуль,Водитель категории D,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/49646954/
942,Челябинск,Водитель категории Е,90 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49389076/
943,Челябинск,Машинист автокрана,от 130 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48826106/
944,Омск,Специалист по контекстной рекламе,20 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47979802/
945,Лобня,Менеджер по продажам,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/47955448/
946,Челябинск,Администратор,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47909416/
947,Екатеринбург,Менеджер по работе с клиентами,от 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47377338/
948,,,,https://chelyabinskaya.rabota.ru/vacancy/47064039/
949,Челябинск,Сторож-охранник,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/46712688/
950,Челябинск,Швея-универсал,44 000 — 66 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/44839161/
951,Челябинск,Укладчик / Упаковщик,27 000 — 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50417054/
952,Видное,Водитель категории Е,210 000 — 270 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50236306/
953,Жуковский,Техник-электрик (вахта),110 000 — 130 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/45085253/
954,Новосибирск,Менеджер по продажам в производственно-монтажную компанию (удалённо),от 20 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50532546/
955,Екатеринбург,Ассистент менеджера по банкротству (удаленно),50 000 — 80 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49838412/
956,Москва,Менеджер по продажам,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/49312283/
957,Москва,Бухгалтер,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52270118/
958,Набережные Челны,Менеджер по металлообработке (токарно-фрезерные работы),80 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52269425/
959,Магадан,Маркшейдер/геодезист,80 000 — 140 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52269176/
960,,,,https://chelyabinskaya.rabota.ru/vacancy/52265848/
961,Москва,Рекрутер-ресечер (удаленно),88 000 — 136 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52111341/
962,Санкт-Петербург,Менеджер по продажам интернет-магазина,22 450 — 154 350 руб.,https://chelyabinskaya.rabota.ru/vacancy/52094064/
963,Всеволожск,Заместитель главного бухгалтера,10 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51673325/
964,Воронеж,Помощник менеджера по продажам (удаленно),от 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50911725/
965,Москва,Транспортный логист,120 000 — 130 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50367027/
966,Москва,Бизнес-ассистент,50 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50209256/
967,Москва,Ассистент / Помощник руководителя,30 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50074410/
968,Москва,Smm-менеджер,20 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49618068/
969,Москва,Менеджер по работе с клиентами в онлайн-школу (удалённо),50 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48982159/
970,Москва,SMM-менеджер (косметика),по договоренности,https://chelyabinskaya.rabota.ru/vacancy/48858447/
971,Москва,Менеджер по проектным продажам электротехнического оборудования (шинопровод),по договоренности,https://chelyabinskaya.rabota.ru/vacancy/47219140/
972,Владимир,Маркетолог-аналитик,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/52234124/
973,Челябинск,Грузчик-комплектовщик,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52112548/
974,Зеленоград,Фандрайзер,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50406789/
975,Копейск,Грузчик-упаковщик,25 000 — 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48006331/
976,Челябинск,Медицинский представитель,от 65 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47097754/
977,Нижний Новгород,Лид-менеджер,40 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50221764/
978,Магнитогорск,Разнорабочий (вахта),165 000 — 336 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52132383/
979,Пермь,Проектировщик,от 30 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52122475/
980,Челябинск,Охранник,от 37 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52115249/
981,Москва,Учитель информатики (удаленно),от 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50297096/
982,Москва,Менеджер по продажам b2b,от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50406349/
983,Санкт-Петербург,Менеджер по продажам услуг для бизнеса (удаленно),50 000 — 90 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51630211/
984,Челябинск,Монтажник окон ПВХ и балконов,от 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50195922/
985,Москва,Преподаватель физики и математики в онлайн школу,до 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50400586/
986,Санкт-Петербург,Аккаунт-менеджер,35 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48628637/
987,Сибай,Помощник оценщика недвижимости,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/52109180/
988,Челябинск,Электрогазосварщик,от 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52108267/
989,Тюмень,Специалист по организации архитектурно-строительного проектирования ( ГИП / ГАП ),по договоренности,https://chelyabinskaya.rabota.ru/vacancy/52104598/
990,Челябинск,Продавец-консультант в мебельный магазин,50 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49884083/
991,Магнитогорск,Водитель грузового автомобиля,100 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49772290/
992,Челябинск,Менеджер по продажам,22 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49737020/
993,Озерск,Бариста-кассир,от 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48590107/
994,Челябинск,"Швея по пошиву спецодежды, трикотажа",27 000 — 37 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47093638/
995,Томск,Менеджер по работе с клиентами,30 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50209279/
996,,,,https://chelyabinskaya.rabota.ru/vacancy/48776104/
997,Москва,Контрактный менеджер по 44-ФЗ и 223-ФЗ,40 000 — 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48176655/
998,Москва,Менеджер по продажам,от 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47074199/
999,Москва,Оператор call-центра,40 000 — 90 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/44576412/
1000,Краснодар,Менеджер по работе с клиентами,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/51931202/
1001,Челябинск,Воспитатель в частный детский сад,40 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51650604/
1002,Челябинск,Администратор на ресепшен,40 000 — 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49850193/
1003,Челябинск,Сиделка,30 000 — 60 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49411939/
1004,Челябинск,Водитель погрузчика,56 700 — 65 205 руб.,https://chelyabinskaya.rabota.ru/vacancy/52095850/
1005,Киров,Таргетолог,30 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50546264/
1006,Челябинск,Менеджер по продажам,30 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50251404/
1007,Челябинск,Администратор центра,35 000 — 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/52093643/
1008,Казань,Менеджер по продажам (удаленно),45 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49840425/
1009,Нижний Новгород,Менеджер по продажам Битрикс24,40 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50362253/
1010,Санкт-Петербург,Колл-менеджер (удаленно),34 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49832355/
1011,Москва,Менеджер по оптовым продажам,40 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/48851643/
1012,Рязань,Менеджер по продажам,17 000 — 45 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47933129/
1013,Челябинск,Разнорабочий,30 000 — 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/47520327/
1014,Воронеж,Координатор проекта,30 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51946288/
1015,Саратов,Специалист по продажам,50 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51921926/
1016,Миасс,"Водители категории В, С, Е на Shacman, Howo",50 000 — 120 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51918656/
1017,Москва,Менеджер по оптовым продажам,до 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51566275/
1018,Раменское,Оператор call-центра,50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/51355604/
1019,Ярославль,Менеджер по продажам В2В,120 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50547430/
1020,Москва,Менеджер по продажам биологически активных добавок (БАД),от 70 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50533036/
1021,Волжский,Бизнес-ассистент,от 25 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50464821/
1022,Зеленоград,Менеджер по продажам,80 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50455839/
1023,Челябинск,Слесарь-сборщик металлоконструкций в цех,70 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50215807/
1024,Уфа,Hr-менеджер,10 000 — 100 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50192288/
1025,Краснодар,Менеджер по работе с клиентами(удаленно),25 000 — 129 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50177877/
1026,Барнаул,Hr-менеджер,20 000 — 150 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50153597/
1027,Челябинск,Водитель грузового автомобиля МАЗ категории Е,100 000 — 1 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50148640/
1028,Челябинск,Помощник воспитателя,25 000 — 28 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50126530/
1029,Волгоград,Менеджер по продажам,по договоренности,https://chelyabinskaya.rabota.ru/vacancy/50123751/
1030,Москва,Инженер-проектировщик ОВиК,25 000 — 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/50121036/
1031,Нальчик,Менеджер по продажам,20 000 — 200 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49995875/
1032,Москва,Оператор call-центра (входящая линия),от 50 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49968130/
1033,Челябинск,Помощник флориста,22 500 — 24 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49916654/
1034,Челябинск,Сотрудник в типографию,30 000 — 40 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49862924/
1035,Златоуст,Поварь-пекарь,от 20 000 руб.,https://chelyabinskaya.rabota.ru/vacancy/49859670/
